site_id,lat,lon,is_existing,got_tower,got_wisp,tower_year,wisp_year
8608,14.0116,-87.0184,1,0,0,0,0
8609,14.01,-86.9924,1,0,0,0,0
8615,13.3638,-86.9287,1,0,0,0,0
8621,13.351,-87.2633,1,0,0,0,0
8624,13.4266,-87.4086,1,0,0,0,0
8644,13.4371,-86.8067,1,0,0,0,0
8645,13.4334,-86.8194,1,0,0,0,0
8651,13.4388,-86.7985,1,0,0,0,0
8654,13.5401,-87.4749,1,0,0,0,0
8660,13.3824,-86.8702,1,0,0,0,0
8674,13.3709,-86.9454,1,0,0,0,0
8675,13.3708,-87.0435,1,0,0,0,0
8679,13.3754,-87.0572,1,0,0,0,0
8688,13.3858,-86.8663,1,0,0,0,0
8717,13.3423,-87.1233,1,0,0,0,0
8753,13.4068,-87.3278,1,0,0,0,0
8762,13.3321,-87.1613,1,0,0,0,0
8763,13.3396,-87.1678,1,0,0,0,0
8767,13.2708,-86.8841,1,0,0,0,0
8774,13.504,-87.4418,1,0,0,0,0
8794,13.4292,-87.4337,1,0,0,0,0
8829,13.4397,-86.8046,1,0,0,0,0
8834,14.0441,-87.0572,1,0,0,0,0
8836,14.0246,-87.0452,1,0,0,0,0
8837,14.0067,-87.0431,1,0,0,0,0
8844,13.3414,-87.1698,1,0,0,0,0
8873,13.3828,-87.3059,1,0,0,0,0
8878,13.4156,-87.3648,1,0,0,0,0
8879,13.3562,-87.272,1,0,0,0,0
8881,13.3379,-87.1295,1,0,0,0,0
8882,13.3561,-87.1006,1,0,0,0,0
8883,13.3654,-86.9782,1,0,0,0,0
8891,13.5435,-87.4743,1,0,0,0,0
8896,13.3609,-86.989,1,0,0,0,0
8898,13.3384,-87.2039,1,0,0,0,0
8911,13.3608,-87.0915,1,0,0,0,0
8912,13.3503,-87.109,1,0,0,0,0
8915,13.4081,-87.3347,1,0,0,0,0
8930,13.3754,-86.9167,1,0,0,0,0
8931,13.3654,-87.0201,1,0,0,0,0
8967,14.0103,-86.9972,1,0,0,0,0
8985,14.0435,-87.1018,1,0,0,0,0
8986,14.0434,-87.0805,1,0,0,0,0
8989,14.0512,-87.0924,1,0,0,0,0
8991,14.0316,-87.0478,1,0,0,0,0
8992,14.0192,-87.0451,1,0,0,0,0
8993,14.0084,-87.0392,1,0,0,0,0
8994,14.0065,-87.0324,1,0,0,0,0
8996,14.0116,-87.0169,1,0,0,0,0
