site_id,lat,lon,is_existing,got_tower,got_wisp,tower_year,wisp_year
1582,15.712,-85.73,1,0,0,0,0
1586,15.722,-86.039,1,0,0,0,0
1591,15.728,-85.856,1,0,0,0,0
1597,15.729,-85.856,1,0,1,0,5
1598,15.732,-85.733,1,0,0,0,0
1599,15.747,-86.059,1,0,1,0,5
1600,15.747,-86.059,1,0,0,0,0
1601,15.743,-86.044,1,0,0,0,0
1602,15.737,-85.883,1,0,0,0,0
1603,15.738,-85.88,1,0,1,0,5
1604,15.739,-85.875,1,0,0,0,0
1605,15.739,-85.874,1,0,0,0,0
1606,15.739,-85.849,1,0,0,0,0
1607,15.739,-85.848,1,0,1,0,5
1608,15.739,-85.854,1,0,0,0,0
1611,15.741,-85.841,1,0,0,0,0
1612,15.744,-85.835,1,0,0,0,0
1613,15.747,-85.829,1,0,1,0,5
1614,15.748,-85.826,1,0,0,0,0
1615,15.749,-85.826,1,0,1,0,5
1616,15.741,-85.74,1,0,1,0,5
1617,15.747,-85.74,1,0,1,0,5
1619,15.742,-85.739,1,0,0,0,0
1621,15.744,-85.739,1,0,0,0,0
1622,15.746,-85.734,1,0,0,0,0
1624,15.747,-85.734,1,0,0,0,0
1625,15.747,-85.734,1,0,1,0,5
1626,15.747,-85.739,1,0,0,0,0
1632,15.749,-85.729,1,0,0,0,0
1633,15.754,-85.907,1,0,0,0,0
1634,15.751,-85.823,1,0,0,0,0
1638,15.757,-85.811,1,0,0,0,0
1639,15.758,-85.809,1,0,1,0,5
1640,15.76,-85.804,1,0,0,0,0
1642,15.751,-85.782,1,0,0,0,0
1644,15.758,-85.76,1,0,0,0,0
1650,15.755,-85.743,1,0,0,0,0
1651,15.758,-85.745,1,0,1,0,5
1652,15.759,-85.75,1,0,0,0,0
1653,15.751,-85.735,1,0,1,0,5
1654,15.753,-85.734,1,0,0,0,0
1655,15.754,-85.737,1,0,0,0,0
1656,15.76,-85.725,1,0,0,0,0
1657,15.762,-85.706,1,0,1,0,5
1658,15.762,-85.704,1,0,0,0,0
1659,15.764,-85.702,1,0,0,0,0
1660,15.776,-85.976,1,0,0,0,0
1667,15.774,-85.789,1,0,1,0,5
1668,15.774,-85.794,1,0,0,0,0
1670,15.769,-85.702,1,0,0,0,0
1671,15.774,-85.682,1,0,1,0,5
1672,15.782,-85.795,1,0,0,0,0
1676,15.782,-85.677,1,0,1,0,5
1677,15.785,-85.668,1,0,0,0,0
1678,15.79,-85.664,1,0,0,0,0
1680,15.797,-85.66,1,0,1,0,5
1681,15.819,-85.977,1,0,1,0,5
1682,15.811,-85.642,1,0,0,0,0
1683,15.823,-85.605,1,0,0,0,0
1684,15.821,-85.349,1,0,1,0,5
1685,15.814,-85.103,1,0,1,0,5
1686,15.814,-85.103,1,0,0,0,0
1687,15.825,-85.896,1,0,0,0,0
1688,15.836,-85.899,1,0,1,0,5
1689,15.837,-85.897,1,0,0,0,0
1690,15.837,-85.896,1,0,0,0,0
1694,15.831,-85.804,1,0,0,0,0
1695,15.829,-85.593,1,0,1,0,5
1696,15.829,-85.593,1,0,0,0,0
1697,15.834,-85.464,1,0,1,0,5
1699,15.84,-85.829,1,0,0,0,0
1700,15.851,-85.501,1,0,0,0,0
1701,15.855,-85.87,1,0,0,0,0
1702,15.865,-85.86,1,0,0,0,0
1703,15.865,-85.857,1,0,1,0,5
1705,15.865,-85.836,1,0,0,0,0
1706,15.862,-85.804,1,0,0,0,0
1707,15.863,-85.501,1,0,0,0,0
1708,15.865,-85.503,1,0,0,0,0
1709,15.86,-85.496,1,0,1,0,5
1712,15.88,-85.831,1,0,0,0,0
1714,15.884,-85.83,1,0,1,0,5
1715,15.881,-85.829,1,0,1,0,5
1716,15.898,-86.076,1,0,0,0,0
1718,15.885,-85.834,1,0,1,0,5
1719,15.887,-85.83,1,0,0,0,0
1723,15.888,-85.23,1,0,1,0,5
1724,15.901,-86.01,1,0,0,0,0
1725,15.905,-85.988,1,0,1,0,5
1726,15.905,-85.988,1,0,0,0,0
1729,15.914,-85.974,1,0,0,0,0
1730,15.912,-85.963,1,0,0,0,0
1731,15.913,-85.861,1,0,0,0,0
1732,15.906,-85.845,1,0,0,0,0
1733,15.904,-85.738,1,0,1,0,5
1734,15.902,-85.194,1,0,0,0,0
1735,15.917,-85.962,1,0,1,0,5
1736,15.918,-85.957,1,0,0,0,0
1737,15.92,-85.954,1,0,1,0,5
1738,15.92,-85.954,1,0,0,0,0
1741,15.92,-85.954,1,0,0,0,0
1742,15.921,-85.95,1,0,1,0,5
1746,15.921,-85.951,1,0,0,0,0
1747,15.923,-85.952,1,0,0,0,0
1748,15.917,-85.949,1,0,1,0,5
1749,15.917,-85.948,1,0,0,0,0
1750,15.919,-85.949,1,0,0,0,0
1751,15.919,-85.948,1,0,0,0,0
1752,15.919,-85.948,1,0,1,0,5
1753,15.921,-85.945,1,0,0,0,0
1754,15.923,-85.942,1,0,1,0,5
1756,15.925,-85.938,1,0,0,0,0
1758,15.927,-85.938,1,0,0,0,0
1759,15.928,-85.887,1,0,0,0,0
1760,15.918,-85.87,1,0,1,0,5
1761,15.921,-85.804,1,0,0,0,0
1762,15.921,-85.156,1,0,1,0,5
1763,15.933,-85.927,1,0,0,0,0
1764,15.933,-85.927,1,0,1,0,5
